Player,Games Played,Starts,Subbed off,Minutes Played,Passes,Passing Acc,Long Passes,Long Pass Acc,Pass per 90,Forward Passes,Backward Passes,Left Pass,Right Pass,Passing Acc Opponents Half,Passing Acc Own Half,Assists,Key Passes,Crosses,Crossing Acc,Shots,Shots on Target,Goals,Right Foot Goals,Left Foot Goals,Heading Goals,Other,Goals In Box,Goals Out Box,Free Kick Goals,Conversion Rate,Mins Per Goal,Clears,Blocks,Interceptions,Tackles,Tackles Won,Duels,Duels Won,Air Duels,Air Duels Won,Yellow Cards,Red Cards,Fouls Won,Fouls Conceded,Goals Conceded,Shot At,Saves,Save Rate,Clean Sheets,Catches,Punches,Drops,Penalties Saved,Clearances,Team,Subbed on
Allen Yanes,3.0,3.0,0.0,270.0,106.0,72.6,15.0,40.0,35.3,52.0,17.0,16.0,21.0,69.5,73.5,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,13.0,10.0,41.0,26.0,9.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,0.0
Amarildo -,3.0,1.0,1.0,92.0,15.0,66.7,1.0,0.0,14.7,5.0,2.0,6.0,2.0,66.7,66.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,4.0,8.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,2.0
Andreas Ivan,2.0,2.0,1.0,164.0,53.0,73.6,3.0,100.0,29.1,15.0,4.0,20.0,14.0,66.0,75.0,2.0,6.0,4.0,25.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,0.0
Ben Mines,3.0,1.0,1.0,65.0,27.0,51.9,0.0,0.0,37.4,9.0,5.0,6.0,7.0,37.5,100.0,1.0,4.0,3.0,33.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,10.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,2.0
Brian White,2.0,2.0,2.0,143.0,44.0,59.1,0.0,0.0,27.7,15.0,10.0,9.0,10.0,50.0,100.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.3,143.0,1.0,3.0,0.0,0.0,0.0,24.0,7.0,19.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,0.0
Christopher Lema,8.0,7.0,0.0,644.0,399.0,66.2,52.0,34.6,55.8,208.0,26.0,73.0,92.0,57.5,78.6,0.0,21.0,15.0,13.3,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.7,644.0,9.0,4.0,16.0,23.0,20.0,82.0,43.0,19.0,8.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,1.0
Cristian Cásseres Jr,1.0,1.0,0.0,90.0,55.0,78.2,5.0,40.0,55.0,23.0,4.0,14.0,14.0,73.7,88.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,18.0,13.0,1.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,0.0
Derrick Etienne,4.0,3.0,2.0,303.0,127.0,78.0,9.0,77.8,37.7,37.0,31.0,23.0,36.0,69.6,92.0,1.0,2.0,9.0,22.2,8.0,6.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,37.5,101.0,0.0,0.0,2.0,2.0,0.0,47.0,23.0,6.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,1.0
Edgardo Rito,5.0,4.0,0.0,366.0,161.0,73.3,19.0,31.6,39.6,83.0,16.0,60.0,2.0,67.2,81.3,1.0,4.0,6.0,16.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,12.0,8.0,64.0,33.0,18.0,5.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,1.0
Evan Louro,6.0,6.0,0.0,540.0,169.0,52.1,117.0,30.8,28.2,121.0,0.0,28.0,20.0,27.8,79.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,21.0,12.0,57.1,0.0,3.0,0.0,0.0,0.0,4.0,New York Red Bulls 2,0.0
Florian Valot,1.0,1.0,1.0,45.0,25.0,60.0,0.0,0.0,50.0,9.0,3.0,3.0,10.0,54.5,75.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,11.0,6.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,0.0
Janos Loebe,2.0,1.0,1.0,87.0,40.0,67.5,4.0,50.0,41.4,15.0,7.0,2.0,16.0,54.5,85.7,1.0,1.0,7.0,42.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,2.0,2.0,17.0,11.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,1.0
Jared Stroud,8.0,6.0,2.0,586.0,250.0,70.4,20.0,50.0,38.4,87.0,33.0,35.0,95.0,63.0,76.7,3.0,20.0,19.0,10.5,18.0,11.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,16.7,195.3,2.0,0.0,1.0,6.0,4.0,86.0,34.0,16.0,4.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,2.0
Jean-Christophe Koffi,7.0,6.0,3.0,499.0,223.0,80.7,16.0,43.8,40.2,76.0,27.0,57.0,63.0,77.1,86.7,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,16.0,14.0,98.0,52.0,24.0,13.0,1.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,1.0
Jeciel Cedeno,1.0,0.0,0.0,12.0,7.0,71.4,0.0,0.0,52.5,2.0,0.0,5.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,1.0
Jordan Scarlett,7.0,7.0,0.0,630.0,265.0,67.5,71.0,32.4,37.9,152.0,21.0,53.0,39.0,55.5,77.4,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,21.0,16.0,11.0,73.0,51.0,32.0,26.0,3.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,0.0
Kyle Duncan,2.0,2.0,0.0,180.0,85.0,69.4,8.0,25.0,42.5,48.0,6.0,17.0,14.0,65.3,68.8,0.0,1.0,6.0,16.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,26.0,16.0,7.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,0.0
Kyle Zajec,5.0,3.0,2.0,275.0,129.0,72.1,18.0,33.3,42.2,64.0,17.0,20.0,28.0,64.0,79.5,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,1.0,30.0,14.0,13.0,7.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,2.0
Marcus Epps,7.0,5.0,3.0,439.0,166.0,75.3,8.0,50.0,34.0,62.0,26.0,64.0,14.0,68.5,84.4,3.0,12.0,15.0,26.7,12.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.3,439.0,2.0,0.0,4.0,6.0,5.0,81.0,35.0,25.0,11.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,2.0
Mathias Jørgensen,3.0,3.0,1.0,256.0,44.0,52.3,0.0,0.0,15.5,9.0,15.0,11.0,9.0,48.5,58.3,0.0,1.0,1.0,0.0,7.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,42.9,85.3,0.0,1.0,0.0,1.0,0.0,33.0,10.0,18.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,0.0
Preston Kilwien,2.0,1.0,0.0,91.0,56.0,64.3,10.0,20.0,55.4,40.0,5.0,5.0,6.0,53.6,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,1.0
Rece Buckmaster,6.0,6.0,0.0,540.0,257.0,80.9,25.0,48.0,42.8,98.0,56.0,32.0,71.0,78.3,82.3,0.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,7.0,6.0,5.0,55.0,27.0,23.0,9.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,0.0
Ryan Meara,2.0,2.0,0.0,180.0,49.0,59.2,29.0,31.0,24.5,34.0,0.0,8.0,7.0,24.0,95.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,100.0,2.0,0.0,1.0,0.0,0.0,1.0,New York Red Bulls 2,0.0
Sean McSherry,1.0,0.0,0.0,16.0,4.0,50.0,0.0,0.0,22.5,3.0,0.0,1.0,0.0,33.3,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,1.0
Sean Nealis,8.0,8.0,0.0,720.0,353.0,67.7,63.0,30.2,44.1,201.0,12.0,66.0,74.0,59.2,76.4,0.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,720.0,32.0,3.0,9.0,17.0,10.0,102.0,71.0,68.0,49.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,0.0
Sebastian Elney,3.0,0.0,0.0,22.0,7.0,42.9,0.0,0.0,28.6,2.0,3.0,2.0,0.0,42.9,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,3.0
Tom Barlow,8.0,5.0,3.0,495.0,117.0,68.4,2.0,0.0,21.3,30.0,40.0,29.0,18.0,65.3,76.2,0.0,5.0,2.0,0.0,27.0,17.0,8.0,4.0,3.0,1.0,0.0,8.0,0.0,0.0,29.6,61.9,6.0,0.0,0.0,4.0,1.0,63.0,26.0,36.0,12.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,3.0
Vincent Bezecourt,2.0,2.0,1.0,170.0,81.0,71.6,2.0,50.0,42.9,30.0,15.0,16.0,20.0,63.7,76.9,1.0,12.0,6.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,16.0,6.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Red Bulls 2,0.0
Albert Dikwa,8.0,6.0,4.0,523.0,120.0,79.2,4.0,25.0,20.7,15.0,50.0,25.0,30.0,67.3,92.0,0.0,6.0,15.0,13.3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,7.0,5.0,70.0,25.0,21.0,7.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,2.0
Audi Jepson,2.0,1.0,1.0,80.0,38.0,76.3,0.0,0.0,42.8,13.0,9.0,7.0,9.0,64.3,84.6,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,80.0,0.0,1.0,1.0,4.0,2.0,13.0,10.0,6.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,1.0
Austin Martz,3.0,0.0,0.0,38.0,10.0,70.0,1.0,0.0,23.7,3.0,4.0,2.0,1.0,83.3,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,3.0
Bradley Kamdem Fewo,5.0,5.0,1.0,377.0,135.0,60.7,28.0,21.4,32.2,71.0,20.0,4.0,40.0,53.7,60.0,1.0,4.0,15.0,13.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,10.0,7.0,60.0,35.0,16.0,8.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,0.0
Caleb Calvert,5.0,3.0,1.0,304.0,64.0,71.9,3.0,33.3,18.9,9.0,16.0,17.0,22.0,68.8,72.2,0.0,3.0,2.0,0.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.5,304.0,2.0,0.0,0.0,3.0,3.0,39.0,13.0,24.0,8.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,2.0
Guy Abend,7.0,5.0,0.0,525.0,280.0,78.2,29.0,48.3,48.0,93.0,33.0,84.0,70.0,69.9,86.8,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,9.0,7.0,6.0,65.0,34.0,21.0,13.0,1.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,2.0
Jake Fenlason,8.0,8.0,0.0,720.0,215.0,54.0,165.0,40.6,26.9,168.0,0.0,16.0,31.0,34.1,80.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,0.0
Joaquin Rivas,6.0,4.0,1.0,392.0,130.0,79.2,9.0,66.7,29.8,34.0,38.0,38.0,20.0,73.6,78.4,1.0,7.0,2.0,50.0,7.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.3,392.0,2.0,0.0,2.0,4.0,0.0,39.0,17.0,11.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,2.0
Kadeem Dacres,7.0,5.0,4.0,408.0,131.0,67.9,5.0,0.0,28.9,43.0,37.0,31.0,20.0,60.6,73.7,0.0,4.0,11.0,18.2,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,8.0,5.0,77.0,35.0,15.0,3.0,1.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,2.0
Kyle Greig,7.0,6.0,4.0,478.0,120.0,66.7,2.0,100.0,22.6,34.0,25.0,29.0,32.0,61.4,76.3,1.0,5.0,1.0,0.0,8.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,25.0,239.0,6.0,0.0,0.0,7.0,5.0,93.0,46.0,49.0,27.0,1.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,1.0
Lewis Hilton,8.0,8.0,1.0,717.0,422.0,78.2,88.0,50.0,53.0,168.0,43.0,116.0,95.0,67.0,86.0,2.0,15.0,8.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,21.0,10.0,77.0,42.0,12.0,5.0,1.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,0.0
Matt Bahner,6.0,4.0,1.0,434.0,164.0,71.3,17.0,29.4,34.0,67.0,33.0,56.0,8.0,59.4,79.2,1.0,3.0,14.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,4.0,6.0,5.0,22.0,14.0,7.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,2.0
Oscar Umar,4.0,3.0,2.0,198.0,88.0,75.0,16.0,56.3,40.0,16.0,13.0,23.0,36.0,66.7,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,7.0,4.0,27.0,11.0,7.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,1.0
Paris Gee,5.0,4.0,1.0,354.0,131.0,74.8,23.0,60.9,33.3,76.0,19.0,32.0,4.0,67.1,78.9,0.0,5.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,18.0,11.0,45.0,25.0,6.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,1.0
Phanuel Kavita,8.0,8.0,0.0,720.0,234.0,88.5,36.0,50.0,29.3,82.0,18.0,54.0,80.0,74.1,92.8,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,720.0,34.0,8.0,4.0,3.0,2.0,35.0,13.0,21.0,10.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,0.0
Russell Cicerone,8.0,7.0,1.0,642.0,187.0,72.7,21.0,47.6,26.2,65.0,49.0,23.0,50.0,66.9,76.6,1.0,4.0,9.0,22.2,9.0,6.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,33.3,214.0,1.0,1.0,5.0,20.0,10.0,107.0,51.0,13.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,1.0
Sam Fink,8.0,8.0,0.0,720.0,328.0,77.1,82.0,47.6,41.0,171.0,13.0,96.0,48.0,61.9,88.4,1.0,2.0,0.0,0.0,8.0,6.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,37.5,240.0,37.0,9.0,10.0,9.0,6.0,61.0,43.0,40.0,29.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,0.0
Sean Reynolds,5.0,3.0,0.0,290.0,155.0,75.5,29.0,44.8,48.1,57.0,33.0,4.0,61.0,67.7,79.6,0.0,2.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,8.0,8.0,23.0,13.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Louis FC,2.0
Abdoulaye Diakité,9.0,9.0,0.0,810.0,328.0,81.7,67.0,50.7,36.4,116.0,16.0,107.0,89.0,74.2,86.6,0.0,1.0,1.0,100.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,8.0,10.0,9.0,75.0,52.0,45.0,33.0,3.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,0.0
Andrew Tinari,7.0,6.0,1.0,540.0,303.0,84.8,23.0,60.9,50.5,94.0,56.0,69.0,84.0,73.3,94.6,2.0,16.0,9.0,0.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,33.3,270.0,1.0,0.0,2.0,23.0,15.0,83.0,41.0,7.0,2.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,1.0
Antoine Hoppenot,7.0,3.0,3.0,305.0,64.0,78.1,2.0,50.0,18.9,11.0,23.0,11.0,19.0,69.5,92.3,0.0,7.0,8.0,37.5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,35.0,9.0,5.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,4.0
Brandon Allen,6.0,3.0,3.0,229.0,41.0,73.2,3.0,66.7,16.1,6.0,17.0,14.0,4.0,62.9,88.9,0.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,229.0,0.0,0.0,0.0,1.0,1.0,23.0,8.0,12.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,3.0
Caleb Richards,9.0,9.0,1.0,808.0,460.0,78.0,68.0,33.8,51.2,246.0,45.0,35.0,134.0,70.4,86.7,0.0,3.0,16.0,18.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,11.0,6.0,4.0,76.0,45.0,42.0,19.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,0.0
David Najem,4.0,2.0,2.0,204.0,84.0,82.1,8.0,25.0,37.1,25.0,21.0,36.0,2.0,78.8,94.7,0.0,2.0,1.0,100.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,33.3,204.0,5.0,0.0,0.0,1.0,1.0,11.0,5.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,2.0
Dominic Oduro,9.0,9.0,1.0,765.0,368.0,82.9,50.0,64.0,43.3,96.0,36.0,130.0,106.0,79.6,89.4,0.0,4.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,13.0,10.0,7.0,68.0,45.0,24.0,13.0,4.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,0.0
John McCarthy,9.0,9.0,0.0,810.0,222.0,42.3,189.0,32.3,24.7,186.0,0.0,14.0,22.0,29.8,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,0.0
Jordan Doherty,4.0,2.0,2.0,120.0,67.0,73.1,13.0,38.5,50.3,32.0,4.0,15.0,16.0,66.7,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,15.0,7.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,2.0
Juan Tejada,9.0,4.0,1.0,453.0,146.0,70.5,11.0,18.2,29.0,39.0,37.0,50.0,20.0,63.3,76.2,0.0,4.0,14.0,7.1,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,453.0,2.0,0.0,2.0,14.0,10.0,91.0,36.0,19.0,7.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,5.0
