Player,Games Played,Starts,Subbed off,Minutes Played,Passes,Passing Acc,Long Passes,Long Pass Acc,Pass per 90,Forward Passes,Backward Passes,Left Pass,Right Pass,Passing Acc Opponents Half,Passing Acc Own Half,Assists,Key Passes,Crosses,Crossing Acc,Shots,Shots on Target,Goals,Right Foot Goals,Left Foot Goals,Heading Goals,Other,Goals In Box,Goals Out Box,Free Kick Goals,Conversion Rate,Mins Per Goal,Clears,Blocks,Interceptions,Tackles,Tackles Won,Duels,Duels Won,Air Duels,Air Duels Won,Yellow Cards,Red Cards,Fouls Won,Fouls Conceded,Goals Conceded,Shot At,Saves,Save Rate,Clean Sheets,Catches,Punches,Drops,Penalties Saved,Clearances,Team,Subbed on
Kyle Curinga,5.0,5.0,2.0,420.0,180.0,66.7,37.0,32.4,38.6,89.0,27.0,52.0,12.0,55.4,75.0,0.0,1.0,3.0,33.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,12.0,15.0,11.0,48.0,30.0,14.0,9.0,2.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,0.0
Luis Argudo,2.0,2.0,1.0,163.0,53.0,67.9,3.0,66.7,29.3,15.0,9.0,18.0,11.0,60.0,78.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,26.0,7.0,2.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,0.0
Mac Steeves,7.0,2.0,1.0,231.0,60.0,58.3,1.0,100.0,23.4,26.0,12.0,7.0,15.0,52.2,75.0,1.0,4.0,2.0,50.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,1.0,69.0,39.0,51.0,31.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,5.0
Mads Jorgensen,6.0,5.0,3.0,421.0,135.0,77.8,13.0,69.2,28.9,42.0,24.0,36.0,33.0,63.8,81.8,0.0,9.0,4.0,25.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,9.0,7.0,50.0,28.0,12.0,4.0,1.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,1.0
Nicky Downs,1.0,1.0,0.0,90.0,28.0,82.1,0.0,0.0,28.0,8.0,6.0,9.0,5.0,69.2,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,7.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,0.0
Nikolaj Lyngo,7.0,7.0,0.0,630.0,294.0,66.0,101.0,36.6,42.0,153.0,14.0,44.0,83.0,41.9,81.9,0.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,7.0,8.0,14.0,7.0,75.0,42.0,38.0,23.0,2.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,0.0
Philip Rasmussen,8.0,8.0,1.0,703.0,329.0,81.8,41.0,53.7,42.1,103.0,57.0,90.0,79.0,71.0,90.5,0.0,5.0,2.0,50.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,703.0,6.0,4.0,10.0,11.0,8.0,57.0,32.0,23.0,13.0,1.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,0.0
Raymond Lee,7.0,7.0,0.0,630.0,265.0,69.1,67.0,41.8,37.9,125.0,31.0,19.0,90.0,60.1,76.9,0.0,5.0,17.0,23.5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,5.0,12.0,7.0,74.0,38.0,25.0,14.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,0.0
Ryan Williams,7.0,4.0,1.0,437.0,169.0,79.3,16.0,56.3,34.8,32.0,36.0,50.0,51.0,63.2,88.9,0.0,6.0,3.0,33.3,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,12.0,9.0,58.0,34.0,9.0,6.0,1.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,3.0
Sebastian Dalgaard,7.0,5.0,1.0,483.0,139.0,63.3,8.0,12.5,25.9,47.0,39.0,6.0,47.0,56.1,66.7,0.0,5.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,10.0,8.0,85.0,39.0,21.0,11.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,2.0
Sem de Wit,8.0,8.0,0.0,720.0,382.0,73.0,79.0,41.8,47.8,181.0,31.0,106.0,64.0,56.0,84.8,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,19.0,18.0,11.0,104.0,57.0,52.0,32.0,3.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,0.0
Tyler David,6.0,6.0,1.0,508.0,197.0,72.6,24.0,29.2,34.9,76.0,35.0,62.0,24.0,54.3,86.1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,7.0,8.0,2.0,51.0,29.0,28.0,18.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,0.0
Wojciech Wojcik,7.0,1.0,1.0,131.0,57.0,68.4,3.0,0.0,39.2,22.0,11.0,12.0,12.0,58.5,83.3,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,4.0,46.0,22.0,20.0,12.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartford Athletic,6.0
Adrian Diz Pe,5.0,4.0,1.0,310.0,179.0,65.9,60.0,45.0,52.0,99.0,7.0,53.0,20.0,54.0,77.4,1.0,1.0,1.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,5.0,6.0,5.0,33.0,24.0,15.0,14.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,1.0
Andrés Flores,1.0,1.0,0.0,90.0,44.0,97.7,1.0,100.0,44.0,8.0,14.0,12.0,10.0,88.5,100.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Bill Tuiloma,1.0,1.0,1.0,77.0,46.0,71.7,14.0,42.9,53.8,18.0,3.0,5.0,20.0,58.8,79.3,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Brayan Hurtado,7.0,5.0,2.0,450.0,113.0,71.7,5.0,40.0,22.6,28.0,38.0,17.0,30.0,59.8,69.7,0.0,5.0,22.0,13.6,11.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.1,450.0,3.0,0.0,3.0,3.0,2.0,59.0,18.0,16.0,5.0,1.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,2.0
Cristian Ojeda,5.0,2.0,1.0,207.0,56.0,75.0,8.0,50.0,24.3,16.0,15.0,18.0,7.0,69.0,87.5,1.0,3.0,5.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,21.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,3.0
Dairon Asprilla,2.0,2.0,0.0,180.0,69.0,73.9,9.0,88.9,34.5,14.0,8.0,33.0,14.0,62.7,93.3,1.0,2.0,5.0,0.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,28.6,90.0,3.0,0.0,0.0,3.0,3.0,52.0,21.0,19.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Eryk Williamson,8.0,8.0,2.0,710.0,319.0,79.0,35.0,80.0,40.4,101.0,60.0,77.0,81.0,69.6,89.8,6.0,21.0,10.0,20.0,17.0,7.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,11.8,355.0,1.0,2.0,10.0,12.0,8.0,120.0,57.0,23.0,12.0,2.0,0.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Foster Langsdorf,7.0,7.0,1.0,619.0,114.0,71.9,6.0,50.0,16.6,35.0,37.0,23.0,19.0,69.1,83.3,1.0,7.0,4.0,75.0,9.0,5.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,33.3,206.3,9.0,0.0,0.0,8.0,0.0,101.0,41.0,52.0,17.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Giovanni Calixtro,4.0,3.0,2.0,273.0,55.0,72.7,1.0,0.0,18.1,14.0,9.0,16.0,16.0,76.2,61.5,0.0,2.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,66.7,136.5,1.0,0.0,0.0,5.0,4.0,40.0,16.0,17.0,7.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,1.0
Harold Hanson,7.0,6.0,3.0,487.0,163.0,68.1,20.0,30.0,30.1,85.0,26.0,40.0,12.0,56.7,80.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,20.0,15.0,72.0,38.0,12.0,7.0,1.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,1.0
Jake Leeker,9.0,9.0,0.0,810.0,233.0,44.6,187.0,32.1,25.9,195.0,0.0,11.0,27.0,28.8,71.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Marco Farfan,8.0,8.0,1.0,719.0,297.0,77.4,37.0,29.7,37.2,114.0,53.0,15.0,115.0,69.2,82.0,0.0,7.0,18.0,27.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,22.0,23.0,10.0,87.0,54.0,28.0,17.0,1.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Marvin Loría,3.0,3.0,1.0,225.0,69.0,78.3,8.0,50.0,27.6,9.0,18.0,27.0,15.0,66.0,82.1,0.0,3.0,4.0,50.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,28.6,112.5,2.0,0.0,1.0,1.0,0.0,24.0,15.0,4.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Max Ornstil,5.0,0.0,0.0,114.0,60.0,76.7,12.0,58.3,47.4,25.0,6.0,14.0,15.0,65.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,1.0,15.0,5.0,9.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,5.0
Modou Jadama,9.0,9.0,0.0,810.0,444.0,81.1,93.0,47.3,49.3,191.0,28.0,109.0,116.0,65.7,91.1,0.0,3.0,2.0,100.0,7.0,5.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,42.9,270.0,52.0,6.0,8.0,9.0,5.0,66.0,33.0,44.0,21.0,2.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Nathan Smith,7.0,4.0,1.0,413.0,217.0,77.9,22.0,40.9,47.3,93.0,34.0,65.0,25.0,70.1,85.7,2.0,5.0,8.0,37.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,15.0,7.0,56.0,32.0,15.0,10.0,2.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,3.0
Renzo Zambrano,8.0,8.0,0.0,720.0,536.0,86.0,74.0,64.9,67.0,114.0,77.0,164.0,181.0,80.9,90.9,1.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,17.0,27.0,12.0,126.0,69.0,9.0,4.0,0.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Roy Miller,4.0,4.0,1.0,313.0,152.0,82.9,34.0,47.1,43.7,57.0,14.0,31.0,50.0,71.9,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,8.0,5.0,2.0,19.0,10.0,9.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Ryan Sierakowski,9.0,6.0,2.0,572.0,158.0,70.9,8.0,37.5,24.9,43.0,42.0,31.0,42.0,66.7,71.8,1.0,5.0,7.0,0.0,7.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,28.6,286.0,2.0,1.0,4.0,5.0,2.0,73.0,24.0,24.0,8.0,1.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,3.0
Todd Wharton,9.0,8.0,2.0,678.0,278.0,84.5,19.0,68.4,36.9,81.0,48.0,70.0,79.0,74.8,87.9,0.0,8.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,678.0,11.0,1.0,17.0,11.0,8.0,51.0,29.0,6.0,2.0,2.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,1.0
Tomás Conechny,1.0,1.0,1.0,66.0,26.0,84.6,2.0,0.0,35.5,11.0,2.0,7.0,6.0,79.3,50.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,0.0
Zachary Kobayashi,2.0,0.0,0.0,67.0,21.0,71.4,1.0,0.0,28.2,5.0,3.0,9.0,4.0,57.1,100.0,0.0,2.0,1.0,100.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,67.0,0.0,0.0,2.0,0.0,0.0,9.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portland Timbers 2,2.0
AJ Ajeakwa,6.0,1.0,1.0,213.0,61.0,75.4,2.0,0.0,25.8,17.0,14.0,19.0,11.0,63.8,100.0,2.0,2.0,8.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,38.0,15.0,3.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,5.0
Akeil Barrett,6.0,3.0,2.0,272.0,62.0,77.4,2.0,50.0,20.5,16.0,17.0,18.0,11.0,68.2,100.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,12.0,6.0,56.0,27.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,3.0
Andrew MacRae,1.0,0.0,0.0,28.0,10.0,40.0,9.0,33.3,32.1,9.0,0.0,0.0,1.0,37.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,1.0
Anthony Legendre,5.0,4.0,3.0,351.0,177.0,76.8,23.0,39.1,45.4,84.0,28.0,8.0,57.0,72.1,77.6,0.0,4.0,7.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,12.0,6.0,33.0,18.0,3.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,1.0
Brayan Reyes,6.0,1.0,0.0,182.0,82.0,74.4,17.0,47.1,40.5,26.0,8.0,27.0,21.0,58.3,83.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,8.0,29.0,13.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,5.0
Cristhian Altamirano,9.0,9.0,3.0,769.0,236.0,71.2,21.0,47.6,27.6,59.0,60.0,55.0,62.0,57.7,82.3,1.0,15.0,23.0,17.4,14.0,6.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,21.4,256.3,1.0,1.0,12.0,21.0,16.0,121.0,61.0,15.0,3.0,1.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,0.0
Cyprian Hedrick,9.0,9.0,0.0,810.0,418.0,77.3,85.0,40.0,46.4,206.0,13.0,97.0,102.0,56.4,87.5,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.0,810.0,52.0,9.0,10.0,13.0,11.0,90.0,55.0,50.0,31.0,3.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,0.0
D.J. Dean,1.0,1.0,1.0,61.0,13.0,84.6,0.0,0.0,19.2,5.0,2.0,1.0,5.0,75.0,66.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,0.0
Fabián Bastidas,9.0,7.0,6.0,509.0,207.0,82.1,19.0,63.2,36.6,46.0,58.0,30.0,73.0,69.2,89.0,1.0,7.0,8.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,33.3,254.5,0.0,0.0,4.0,9.0,8.0,106.0,46.0,12.0,6.0,4.0,0.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,2.0
Fredlin Mompremier,2.0,1.0,1.0,96.0,32.0,68.8,5.0,40.0,30.0,14.0,5.0,12.0,1.0,60.0,84.6,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,12.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,1.0
Iddrisu Abdallah,2.0,0.0,0.0,22.0,3.0,33.3,0.0,0.0,12.3,0.0,0.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,2.0
Janú Silva,9.0,9.0,3.0,709.0,203.0,75.9,1.0,100.0,25.8,25.0,82.0,46.0,50.0,70.5,85.0,0.0,6.0,3.0,0.0,13.0,7.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,23.1,236.3,4.0,1.0,5.0,3.0,2.0,126.0,46.0,80.0,32.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,0.0
Jeff Addai,9.0,9.0,1.0,796.0,370.0,80.3,45.0,44.4,41.8,98.0,59.0,91.0,122.0,65.7,89.1,0.0,4.0,2.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,5.0,26.0,18.0,95.0,42.0,16.0,10.0,1.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,0.0
Luca Lobo,8.0,8.0,0.0,720.0,314.0,78.0,55.0,49.1,39.3,134.0,60.0,97.0,23.0,65.3,85.5,1.0,3.0,9.0,11.1,12.0,9.0,7.0,2.0,1.0,4.0,0.0,7.0,0.0,0.0,58.3,102.9,27.0,1.0,13.0,11.0,9.0,67.0,40.0,18.0,12.0,1.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,0.0
Mallan Roberts,9.0,9.0,0.0,810.0,430.0,80.0,76.0,43.4,47.8,181.0,24.0,150.0,75.0,57.4,89.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,6.0,7.0,5.0,61.0,34.0,40.0,23.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,0.0
Manny Gonzalez,7.0,5.0,4.0,415.0,253.0,76.3,35.0,31.4,54.9,95.0,36.0,55.0,67.0,67.1,86.1,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,11.0,5.0,37.0,17.0,5.0,4.0,1.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,2.0
Mason Stajduhar,5.0,5.0,0.0,450.0,136.0,50.7,94.0,30.9,27.2,101.0,0.0,23.0,12.0,30.0,80.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,22.0,13.0,59.1,1.0,4.0,2.0,0.0,0.0,4.0,Tulsa Roughnecks FC,0.0
Matthew Sheldon,1.0,1.0,0.0,90.0,41.0,65.9,6.0,0.0,41.0,26.0,4.0,11.0,0.0,60.9,63.6,1.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,0.0
Moses Makinde,5.0,4.0,1.0,336.0,132.0,72.7,22.0,36.4,35.4,75.0,21.0,1.0,35.0,58.2,77.6,0.0,2.0,14.0,14.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,5.0,6.0,2.0,37.0,19.0,14.0,9.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,1.0
Renan Ferreira,1.0,0.0,0.0,11.0,3.0,100.0,0.0,0.0,24.5,1.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,1.0
Rodrigo da Costa,9.0,9.0,0.0,810.0,339.0,69.0,49.0,42.9,37.7,127.0,61.0,88.0,63.0,59.3,86.9,6.0,18.0,7.0,14.3,16.0,6.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,18.8,270.0,8.0,2.0,4.0,23.0,19.0,138.0,66.0,44.0,18.0,3.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulsa Roughnecks FC,0.0
